fid,BAUMNUMMER,FID_ANLAGE,BAUMART_K,BAUMART_L,BAUMART_D,EIGENTUEMER,PFLEGEZUSTAENDIGKEIT,PFLEGESTUFE,BAUMSTATUS,PFLANZJAHR,FALLDATUM,SCHUTZART,KATEGORIE,BAUMHOEHE,MINDESTBAUMHOEHE,KRONE,KRONENDURCHMESSER,MINDESTDURCHMESSER,BAUMTYP,LAGEGENAUIGKEIT,FORMSCHNITT,$GEOMETRY1,Z,BREITENGRAD,LAENGENGRAD,DATE_CREATED,DATE_MODIFED,$SQLLABEL1,X,Y
787723,18220,Verkehrsgrün kommunal. Deutweg,frex,Fraxinus excelsior ,Gemeine Esche,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,1998,,,Laubbaum,12,20,grosskronig,9,8,Strassenbaum,VA,NEIN,2698412.63 / 1261601.58,449.135,47.49779974,8.74474007,"09.11.2016","03.12.2025",false,2698412.63,1261601.58
787727,17883,Verkehrsgrün überkommunal. Reutlingen,bepe,Betula pendula ,Sand-. Weissbirke. Hängebirke,Stadt Winterthur,Baumpflege MITTE-OST,2,Aktiv,1994,,,Laubbaum,10,15,grosskronig,5,8,Strassenbaum,VA,NEIN,2699423.63 / 1264478.82,463.161,47.52352156,8.75879738,"09.11.2016","03.04.2025",false,2699423.63,1264478.82
787731,18097,Verkehrsgrün überkommunal. Hegi,tipl,Tilia platyphyllos ,Sommerlinde,Stadt Winterthur,Baumpflege OST-SÜD,3,Aktiv,1960,,,Laubbaum,8,25,grosskronig,7,12,Strassenbaum,VA,NEIN,2700507.78 / 1262106.65,462.467,47.5020247,8.77265516,"09.11.2016","03.12.2025",false,2700507.78,1262106.65
787735,18203,Verkehrsgrün kommunal. Deutweg,frex,Fraxinus excelsior ,Gemeine Esche,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,1999,,,Laubbaum,9,20,grosskronig,7,8,Strassenbaum,VA,NEIN,2698308.56 / 1261516.39,448.088,47.49704921,8.74334039,"09.11.2016","03.12.2025",false,2698308.56,1261516.39
787739,18168,Verkehrsgrün überkommunal. Lind,tieu,Tilia x euchlora,Krim-Linde,Stadt Winterthur,Baumpflege OST-SÜD,3,Aktiv,1960,,,Laubbaum,10,25,grosskronig,6,12,Strassenbaum,VA,NEIN,2698325.78 / 1261758.15,449.274,47.49922073,8.74362221,"09.11.2016","03.12.2025",false,2698325.78,1261758.15
787743,18103,Verkehrsgrün überkommunal. Hegi,acpl,Acer platanoides ,Spitz-Ahorn,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,1997,,,Laubbaum,11,20,grosskronig,6,10,Strassenbaum,VA,NEIN,2700904.41 / 1262155.93,465.435,47.50240715,8.77792969,"09.11.2016","03.12.2025",false,2700904.41,1262155.93
787747,18087,Verkehrsgrün überkommunal. Grüze,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege OST-SÜD,3,Aktiv,1920,,,Laubbaum,16,20,grosskronig,20,12,Strassenbaum,VA,NEIN,2700315.05 / 1262042.83,461.45,47.5014803,8.77008323,"09.11.2016","03.12.2025",false,2700315.05,1262042.83
787751,18151,Verkehrsgrün überkommunal. Grüze,tieu,Tilia x euchlora,Krim-Linde,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,1985,,,Laubbaum,13,25,grosskronig,7,12,Strassenbaum,VA,NEIN,2698341.42 / 1261930.18,453.32,47.5007654,8.74386767,"09.11.2016","03.12.2025",false,2698341.42,1261930.18
787759,16981,WU7215 (Zubringer Wülflingen Teil 2),acpl,Acer platanoides ,Spitz-Ahorn,Stadt Winterthur,Baumpflege WEST,2,Aktiv,1991,,,Laubbaum,14,20,grosskronig,8,10,Strassenbaum,VA,NEIN,2693783.38 / 1263460.79,408.142,47.5151957,8.68370343,"09.11.2016","03.04.2025",false,2693783.38,1263460.79
787763,17023,WU7218 (Zubringer Wülflingen Teil 5),acpl,Acer platanoides ,Spitz-Ahorn,Stadt Winterthur,Baumpflege WEST,2,Aktiv,1991,,,Laubbaum,12,20,grosskronig,12,10,Strassenbaum,VA,NEIN,2694553.14 / 1263260.92,416.353,47.51328801,8.69387866,"09.11.2016","03.04.2025",false,2694553.14,1263260.92
787767,16895,WU7219 (Zubringer Wülflingen Teil 6),acpl,Acer platanoides ,Spitz-Ahorn,Stadt Winterthur,Baumpflege WEST,2,Aktiv,1991,,,Laubbaum,12,20,grosskronig,11,10,Strassenbaum,VA,NEIN,2694731.90 / 1263145.19,422.501,47.5122216,8.69622683,"09.11.2016",21.06.2025,false,2694731.9,1263145.19
787771,16949,WU7213 (Zubringer Wülflingen Teil 1),acpl,Acer platanoides ,Spitz-Ahorn,Stadt Winterthur,Baumpflege WEST,2,Aktiv,1991,,,Laubbaum,12,20,grosskronig,12,10,Strassenbaum,VA,NEIN,2694311.64 / 1263535.97,416.222,47.51579617,8.69073142,"09.11.2016","03.04.2025",false,2694311.64,1263535.97
787779,16887,Verkehrsgrün überkommunal. Weinberg,acpl,Acer platanoides ,Spitz-Ahorn,Stadt Winterthur,Baumpflege WEST,2,Aktiv,1991,,,Laubbaum,11,20,grosskronig,10,10,Strassenbaum,VA,NEIN,2694815.41 / 1263079.94,423.073,47.51162274,8.69732139,"09.11.2016",21.06.2025,false,2694815.41,1263079.94
787787,16877,Verkehrsgrün überkommunal. Neuwiesen,plhi,Platanus x hispanica (x acerifolia),Ahornblättrige Platane,Stadt Winterthur,Baumpflege WEST,3,Aktiv,1960,,,Laubbaum,55,25,grosskronig,5.5,12,Strassenbaum,VA,JA,2696555.64 / 1262290.16,434.956,47.50426722,8.72024809,"09.11.2016",28.06.2025,false,2696555.64,1262290.16
787791,17029,WU7219 (Zubringer Wülflingen Teil 6),acpl,Acer platanoides ,Spitz-Ahorn,Stadt Winterthur,Baumpflege WEST,2,Aktiv,1991,,,Laubbaum,11,20,grosskronig,6.5,10,Strassenbaum,VA,NEIN,2694631.30 / 1263198.36,420.25,47.51271418,8.69490288,"09.11.2016",21.06.2025,false,2694631.3,1263198.36
787795,16990,WU7218 (Zubringer Wülflingen Teil 5),acpl,Acer platanoides ,Spitz-Ahorn,Stadt Winterthur,Baumpflege WEST,2,Aktiv,1991,,,Laubbaum,10,20,grosskronig,8,10,Strassenbaum,VA,NEIN,2694290.49 / 1263447.60,414.004,47.51500452,8.69043193,"09.11.2016","03.04.2025",false,2694290.49,1263447.6
787799,16888,Verkehrsgrün überkommunal. Weinberg,acpl,Acer platanoides ,Spitz-Ahorn,Stadt Winterthur,Baumpflege WEST,2,Aktiv,1991,,,Laubbaum,12,20,grosskronig,13,10,Strassenbaum,VA,NEIN,2694806.15 / 1263087.13,423.131,47.51168877,8.69719999,"09.11.2016",21.06.2025,false,2694806.15,1263087.13
787803,16941,WU7213 (Zubringer Wülflingen Teil 1),acpl,Acer platanoides ,Spitz-Ahorn,Stadt Winterthur,Baumpflege WEST,2,Aktiv,1991,,,Laubbaum,11,20,grosskronig,8,10,Strassenbaum,VA,NEIN,2694343.02 / 1263453.95,413.132,47.51505409,8.69113063,"09.11.2016","03.04.2025",false,2694343.02,1263453.95
787815,16948,WU7213 (Zubringer Wülflingen Teil 1),acpl,Acer platanoides ,Spitz-Ahorn,Stadt Winterthur,Baumpflege WEST,2,Aktiv,1991,,,Laubbaum,12,20,grosskronig,10,10,Strassenbaum,VA,NEIN,2694306.53 / 1263523.95,415.383,47.51568882,8.69066107,"09.11.2016","03.04.2025",false,2694306.53,1263523.95
787819,16904,WU7219 (Zubringer Wülflingen Teil 6),acpl,Acer platanoides ,Spitz-Ahorn,Stadt Winterthur,Baumpflege WEST,2,Aktiv,1991,,,Laubbaum,11,20,grosskronig,9,10,Strassenbaum,VA,NEIN,2694643.16 / 1263220.11,418.96,47.51290815,8.69506484,"09.11.2016",21.06.2025,false,2694643.16,1263220.11
787823,16918,Riedhofstrasse 57,acpl,Acer platanoides ,Spitz-Ahorn,Stadt Winterthur,Baumpflege WEST,2,Aktiv,1983,,,Laubbaum,9,20,grosskronig,7,10,Strassenbaum,VA,NEIN,2694491.05 / 1263352.58,415.904,47.51412121,8.69307397,"09.11.2016","03.04.2025",false,2694491.05,1263352.58
787827,16997,WU7218 (Zubringer Wülflingen Teil 5),acpl,Acer platanoides ,Spitz-Ahorn,Stadt Winterthur,Baumpflege WEST,2,Aktiv,1991,,,Laubbaum,12,20,grosskronig,10,10,Strassenbaum,VA,NEIN,2694406.33 / 1263378.57,412.812,47.51436715,8.69195495,"09.11.2016","03.04.2025",false,2694406.33,1263378.57
787831,16986,WU7217 (Zubringer Wülflingen Teil 4),acpl,Acer platanoides ,Spitz-Ahorn,Stadt Winterthur,Baumpflege WEST,2,Aktiv,1991,,,Laubbaum,10,20,grosskronig,8,10,Strassenbaum,VA,NEIN,2694241.29 / 1263462.99,412.595,47.51515,8.68978212,"09.11.2016","03.04.2025",false,2694241.29,1263462.99
787839,16326,Sportanlage Talgut,acpl,Acer platanoides ,Spitz-Ahorn,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,1985,,,Laubbaum,6,20,grosskronig,4,10,Parkbaum,VA,NEIN,2698681.95 / 1261181.68,450.924,47.49398329,8.74822086,"09.11.2016","03.12.2025",false,2698681.95,1261181.68
787843,16412,Rudolfstrasse,tito,Tilia tomentosa ,Silberlinde (ungarische),Stadt Winterthur,Baumpflege MITTE-OST,1,Aktiv,1905,,,Laubbaum,22,25,grosskronig,12,12,Strassenbaum,VA,NEIN,2696731.25 / 1261792.25,0.027,47.49976386,8.72247057,"09.11.2016",26.06.2025,false,2696731.25,1261792.25
787847,16267,Sportanlage Deutweg,gltr,Gleditsia triacanthos ,Amerikanische Gleditschie. Lederhülsenbaum,Stadt Winterthur,Baumpflege OST-SÜD,3,Aktiv,1970,,,Laubbaum,15,20,grosskronig,11,12,Strassenbaum,VA,NEIN,2698341.49 / 1261283.71,448.313,47.49495186,8.74372598,"09.11.2016","03.12.2025",false,2698341.49,1261283.71
787859,16268,Sportanlage Deutweg,acca,Acer campestre ,Feldahorn,Stadt Winterthur,Baumpflege OST-SÜD,3,Aktiv,1970,,,Laubbaum,9,10,grosskronig,8,8,Strassenbaum,VA,NEIN,2698351.61 / 1261292.44,448.318,47.49502887,8.74386224,"09.11.2016","03.12.2025",false,2698351.61,1261292.44
787863,16269,Sportanlage Deutweg,accr,Acer cappadocicum 'Rubrum',Kolchischer Blut-Ahorn,Stadt Winterthur,Baumpflege OST-SÜD,3,Aktiv,1970,,,Laubbaum,14,15,grosskronig,8,8,Strassenbaum,VA,NEIN,2698355.68 / 1261295.92,448.44,47.49505952,8.74391705,"09.11.2016","03.12.2025",false,2698355.68,1261295.92
787867,16429,Verkehrsgrün kommunal. Neuwiesen,prse,Prunus serrulata ,Japanische Zierkirsche,Stadt Winterthur,Baumpflege WEST,2,Aktiv,1988,,,Laubbaum,4.5,10,grosskronig,4.5,8,Strassenbaum,VA,JA,2696279.58 / 1262262.70,434.391,47.50406081,8.71657856,"09.11.2016","03.05.2025",false,2696279.58,1262262.7
787871,16272,Sportanlage Deutweg,gltr,Gleditsia triacanthos ,Amerikanische Gleditschie. Lederhülsenbaum,Stadt Winterthur,Baumpflege OST-SÜD,3,Aktiv,1970,,,Laubbaum,15,20,grosskronig,10,12,Strassenbaum,VA,NEIN,2698378.97 / 1261314.09,448.353,47.49521947,8.74423009,"09.11.2016","03.12.2025",false,2698378.97,1261314.09
787875,16416,Verkehrsgrün kommunal. Neuwiesen,prac,Prunus 'Accolade' ,Frühe Zierkirsche,Stadt Winterthur,Baumpflege WEST,2,Aktiv,1997,,,Laubbaum,5.5,8,grosskronig,5.5,5,Strassenbaum,VA,JA,2696334.03 / 1262374.60,433.861,47.50505912,8.71732538,"09.11.2016","03.05.2025",false,2696334.03,1262374.6
787879,16329,MA2038,acca,Acer campestre ,Feldahorn,Stadt Winterthur,Baumpflege OST-SÜD,3,Aktiv,1970,,,Laubbaum,9,10,grosskronig,7,8,Strassenbaum,VA,NEIN,2698696.13 / 1261090.73,448.929,47.4931633,8.7483889,"09.11.2016","03.12.2025",false,2698696.13,1261090.73
787883,16271,Sportanlage Deutweg,gltr,Gleditsia triacanthos ,Amerikanische Gleditschie. Lederhülsenbaum,Stadt Winterthur,Baumpflege OST-SÜD,3,Aktiv,1970,,,Laubbaum,16,20,grosskronig,12,12,Strassenbaum,VA,NEIN,2698376.80 / 1261309.83,448.238,47.49518149,8.74420025,"09.11.2016","03.12.2025",false,2698376.8,1261309.83
787887,16330,Sportanlage Talgut,acca,Acer campestre ,Feldahorn,Stadt Winterthur,Baumpflege OST-SÜD,3,Aktiv,1970,,,Laubbaum,8,10,grosskronig,8,8,Strassenbaum,VA,NEIN,2698695.79 / 1261082.96,449.573,47.49309347,8.74838267,"09.11.2016","03.12.2025",false,2698695.79,1261082.96
787891,17376,Verkehrsgrün überkommunal. Talacker,acca,Acer campestre ,Feldahorn,Stadt Winterthur,Baumpflege MITTE-OST,3,Aktiv,1960,,,Laubbaum,10,10,grosskronig,10,8,Strassenbaum,VA,NEIN,2698676.55 / 1262061.80,454.988,47.50189877,8.74834406,"09.11.2016",24.07.2025,false,2698676.55,1262061.8
787895,17365,General-Guisan-Strasse Anlage,fasy,Fagus sylvatica ,Rotbuche,Stadt Winterthur,Baumpflege MITTE-OST,3,Aktiv,1978,,Schutzverfügung,Laubbaum,16,25,grosskronig,14,12,Strassenbaum,VA,NEIN,2697504.07 / 1262067.43,443.853,47.5021243,8.73278602,"09.11.2016","03.04.2025",false,2697504.07,1262067.43
787899,17384,Verkehrsgrün überkommunal. Talacker,acca,Acer campestre ,Feldahorn,Stadt Winterthur,Baumpflege MITTE-OST,3,Aktiv,1960,,,Laubbaum,10,10,grosskronig,7,8,Strassenbaum,VA,NEIN,2698735.68 / 1262091.06,454.762,47.50215305,8.74913518,"09.11.2016",24.07.2025,false,2698735.68,1262091.06
787907,17359,General-Guisan-Strasse Anlage,cabe,Carpinus betulus ,Hainbuche. Weissbuche,Stadt Winterthur,Baumpflege MITTE-OST,3,Aktiv,1978,,Schutzverfügung,Laubbaum,16,15,grosskronig,14,8,Parkbaum,VA,NEIN,2697504.31 / 1262055.41,443.877,47.50201616,8.73278657,"09.11.2016","03.04.2025",false,2697504.31,1262055.41
787915,17381,Verkehrsgrün überkommunal. Talacker,acca,Acer campestre ,Feldahorn,Stadt Winterthur,Baumpflege MITTE-OST,3,Aktiv,1960,,,Laubbaum,12,10,grosskronig,9,8,Strassenbaum,VA,NEIN,2698713.68 / 1262080.41,454.854,47.50206061,8.74884083,"09.11.2016",24.07.2025,false,2698713.68,1262080.41
787919,17431,Verkehrsgrün überkommunal. Talacker,acca,Acer campestre ,Feldahorn,Stadt Winterthur,Baumpflege MITTE-OST,3,Aktiv,1960,,,Laubbaum,7,10,grosskronig,5,8,Strassenbaum,VA,NEIN,2699133.60 / 1262349.22,455.119,47.50441472,8.75447323,"09.11.2016","03.04.2025",false,2699133.6,1262349.22
787923,17600,Verkehrsgrün überkommunal. Guggenbühl,plhi,Platanus x hispanica (x acerifolia),Ahornblättrige Platane,Stadt Winterthur,Baumpflege MITTE-OST,3,Aktiv,1933,,Schutzverfügung,Laubbaum,30,25,grosskronig,24,12,Strassenbaum,VA,NEIN,2699972.66 / 1263747.92,458.165,47.51686559,8.76592207,"09.11.2016","03.04.2025",false,2699972.66,1263747.92
787927,17497,Grünstreifen Frauenfelderstrasse (Teil 4),plhi,Platanus x hispanica (x acerifolia),Ahornblättrige Platane,Stadt Winterthur,Baumpflege MITTE-OST,3,Aktiv,1933,,Schutzverfügung,Laubbaum,25,25,grosskronig,24,12,Strassenbaum,VA,NEIN,2700018.51 / 1263783.68,458.332,47.51718025,8.76653879,"09.11.2016","03.04.2025",false,2700018.51,1263783.68
787931,17548,OB16984 (Zubringer Oberwinterthur),quru,Quercus rubra ,Amerikanische Roteiche,Stadt Winterthur,Baumpflege MITTE-OST,2,Aktiv,1986,,,Laubbaum,7,20,grosskronig,3,12,Strassenbaum,VA,NEIN,2700670.99 / 1265378.83,475.524,47.53142506,8.77556045,"09.11.2016","03.04.2025",false,2700670.99,1265378.83
787935,17586,Verkehrsgrün überkommunal. Guggenbühl,plhi,Platanus x hispanica (x acerifolia),Ahornblättrige Platane,Stadt Winterthur,Baumpflege MITTE-OST,3,Aktiv,1933,,Schutzverfügung,Laubbaum,22,25,grosskronig,22,12,Strassenbaum,VA,NEIN,2700068.36 / 1263887.56,458.614,47.51810681,8.76722385,"09.11.2016","03.04.2025",false,2700068.36,1263887.56
787939,17623,Verkehrsgrün überkommunal. Guggenbühl,plhi,Platanus x hispanica (x acerifolia),Ahornblättrige Platane,Stadt Winterthur,Baumpflege MITTE-OST,3,Aktiv,1933,,,Laubbaum,24,25,grosskronig,26,12,Strassenbaum,VA,NEIN,2699802.16 / 1263498.40,457.469,47.51464773,8.763603,"09.11.2016","03.04.2025",false,2699802.16,1263498.4
787943,17591,Verkehrsgrün überkommunal. Guggenbühl,plhi,Platanus x hispanica (x acerifolia),Ahornblättrige Platane,Stadt Winterthur,Baumpflege MITTE-OST,3,Aktiv,1933,,Schutzverfügung,Laubbaum,24,25,grosskronig,22,12,Strassenbaum,VA,NEIN,2700035.75 / 1263839.90,458.449,47.51768318,8.76678019,"09.11.2016","03.04.2025",false,2700035.75,1263839.9
787947,17638,Verkehrsgrün überkommunal. Talacker,acca,Acer campestre ,Feldahorn,Stadt Winterthur,Baumpflege MITTE-OST,3,Aktiv,1975,,,Laubbaum,6,10,grosskronig,6,8,Strassenbaum,VA,NEIN,2699274.10 / 1262511.41,456.119,47.50585205,8.75637388,"09.11.2016","03.04.2025",false,2699274.1,1262511.41
787951,17558,OB16984 (Zubringer Oberwinterthur),quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege MITTE-OST,2,Aktiv,1986,,,Laubbaum,4,20,grosskronig,2,12,Strassenbaum,VA,NEIN,2700763.14 / 1265459.72,478.05,47.53213837,8.77680236,"09.11.2016","03.04.2025",false,2700763.14,1265459.72
787959,17628,Verkehrsgrün überkommunal. Guggenbühl,quro,Quercus robur ,Stieleiche,Stadt Winterthur,Baumpflege MITTE-OST,3,Aktiv,1960,,,Laubbaum,12,20,grosskronig,10,12,Strassenbaum,VA,NEIN,2699529.09 / 1263033.44,457.032,47.51050785,8.75987453,"09.11.2016","03.04.2025",false,2699529.09,1263033.44
787967,17567,Verkehrsgrün überkommunal. Guggenbühl,plhi,Platanus x hispanica (x acerifolia),Ahornblättrige Platane,Stadt Winterthur,Baumpflege MITTE-OST,3,Aktiv,1950,,Schutzverfügung,Laubbaum,20,25,grosskronig,15,12,Strassenbaum,VA,NEIN,2700192.01 / 1264067.61,459.397,47.51970708,8.76890564,"09.11.2016","03.04.2025",false,2700192.01,1264067.61
787971,17489,Grünstreifen Frauenfelderstrasse (Teil 4),plhi,Platanus x hispanica (x acerifolia),Ahornblättrige Platane,Stadt Winterthur,Baumpflege MITTE-OST,3,Aktiv,1933,,Schutzverfügung,Laubbaum,24,25,grosskronig,23,12,Strassenbaum,VA,NEIN,2699964.33 / 1263704.60,457.945,47.5164773,8.76580186,"09.11.2016","03.04.2025",false,2699964.33,1263704.6
787975,17582,Verkehrsgrün überkommunal. Guggenbühl,plhi,Platanus x hispanica (x acerifolia),Ahornblättrige Platane,Stadt Winterthur,Baumpflege MITTE-OST,3,Aktiv,1933,,Schutzverfügung,Laubbaum,24,25,grosskronig,22,12,Strassenbaum,VA,NEIN,2700095.42 / 1263927.08,458.801,47.51845801,8.76759191,"09.11.2016","03.04.2025",false,2700095.42,1263927.08
787979,17661,Verkehrsgrün überkommunal. Talacker,acca,Acer campestre ,Feldahorn,Stadt Winterthur,Baumpflege MITTE-OST,3,Aktiv,1975,,,Laubbaum,6,10,grosskronig,4,8,Strassenbaum,VA,NEIN,2699129.70 / 1262363.79,455.152,47.50454635,8.75442468,"09.11.2016","03.04.2025",false,2699129.7,1262363.79
787983,17534,Verkehrsgrün überkommunal. Reutlingen,quru,Quercus rubra ,Amerikanische Roteiche,Stadt Winterthur,Baumpflege MITTE-OST,2,Aktiv,1998,,,Laubbaum,8,20,grosskronig,7,12,Strassenbaum,VA,NEIN,2700467.45 / 1265080.65,468.339,47.52877484,8.7727906,"09.11.2016","03.04.2025",false,2700467.45,1265080.65
787991,17535,Verkehrsgrün überkommunal. Reutlingen,quru,Quercus rubra ,Amerikanische Roteiche,Stadt Winterthur,Baumpflege MITTE-OST,2,Aktiv,1986,,,Laubbaum,9,20,grosskronig,10,12,Strassenbaum,VA,NEIN,2700471.15 / 1265089.65,468.517,47.52885523,8.77284184,"09.11.2016","03.04.2025",false,2700471.15,1265089.65
787995,17536,Verkehrsgrün überkommunal. Reutlingen,quru,Quercus rubra ,Amerikanische Roteiche,Stadt Winterthur,Baumpflege MITTE-OST,2,Aktiv,1986,,,Laubbaum,12,20,grosskronig,10,12,Strassenbaum,VA,NEIN,2700476.59 / 1265099.34,469.166,47.52894148,8.77291625,"09.11.2016","03.04.2025",false,2700476.59,1265099.34
787999,17528,Verkehrsgrün überkommunal. Reutlingen,quru,Quercus rubra ,Amerikanische Roteiche,Stadt Winterthur,Baumpflege MITTE-OST,2,Aktiv,1986,,,Laubbaum,10,20,grosskronig,9,12,Strassenbaum,VA,NEIN,2700455.87 / 1265053.57,467.673,47.52853313,8.77263084,"09.11.2016","03.04.2025",false,2700455.87,1265053.57
788003,18156,Verkehrsgrün überkommunal. Grüze,tieu,Tilia x euchlora,Krim-Linde,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,1985,,,Laubbaum,8,25,grosskronig,5,12,Strassenbaum,VA,NEIN,2698415.39 / 1261860.59,454.397,47.50012849,8.74483394,"09.11.2016","03.12.2025",false,2698415.39,1261860.59
788007,18121,Verkehrsgrün überkommunal. Grüze,tiep,Tilia europaea 'Pallida',Kaiser-Linde,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,1985,,,Laubbaum,10,25,grosskronig,6,12,Strassenbaum,VA,NEIN,2698363.76 / 1261903.47,453.825,47.50052187,8.74415825,"09.11.2016","03.12.2025",false,2698363.76,1261903.47
788015,18198,Verkehrsgrün kommunal. Deutweg,acca,Acer campestre ,Feldahorn,Stadt Winterthur,Baumpflege OST-SÜD,3,Aktiv,1960,,,Laubbaum,13,10,grosskronig,10,8,Strassenbaum,VA,NEIN,2698267.48 / 1261496.77,447.964,47.49687887,8.74279098,"09.11.2016","03.12.2025",false,2698267.48,1261496.77
788019,18114,Verkehrsgrün überkommunal. Grüze,tieu,Tilia x euchlora,Krim-Linde,Stadt Winterthur,Baumpflege OST-SÜD,3,Aktiv,1940,,,Laubbaum,16,25,grosskronig,9,12,Strassenbaum,VA,NEIN,2698271.69 / 1261943.73,451.994,47.50089767,8.74294534,"09.11.2016","03.12.2025",false,2698271.69,1261943.73
788023,18208,Verkehrsgrün kommunal. Deutweg,frex,Fraxinus excelsior ,Gemeine Esche,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,1997,,,Laubbaum,9,20,grosskronig,8,8,Strassenbaum,VA,NEIN,2698344.03 / 1261533.94,448.343,47.49720175,8.7438149,"09.11.2016","03.12.2025",false,2698344.03,1261533.94
788031,18187,Verkehrsgrün kommunal. Deutweg,acca,Acer campestre ,Feldahorn,Stadt Winterthur,Baumpflege OST-SÜD,3,Aktiv,1960,,,Laubbaum,13,10,grosskronig,10,8,Strassenbaum,VA,NEIN,2698180.51 / 1261454.87,447.77,47.49651515,8.7416277,"09.11.2016","03.12.2025",false,2698180.51,1261454.87
788035,18211,Verkehrsgrün kommunal. Deutweg,acps,Acer pseudoplatanus ,Bergahorn,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,1993,,,Laubbaum,8,20,grosskronig,7,10,Strassenbaum,VA,NEIN,2698363.66 / 1261550.47,448.506,47.49734748,8.744079,"09.11.2016","03.12.2025",false,2698363.66,1261550.47
788039,18106,Verkehrsgrün überkommunal. Hegi,cabe,Carpinus betulus ,Hainbuche. Weissbuche,Stadt Winterthur,Baumpflege OST-SÜD,3,Aktiv,1960,,,Laubbaum,12,15,grosskronig,9,8,Strassenbaum,VA,NEIN,2700995.82 / 1262143.23,466.815,47.50227888,8.77913984,"09.11.2016","03.12.2025",false,2700995.82,1262143.23
788043,18117,Verkehrsgrün überkommunal. Grüze,tiep,Tilia europaea 'Pallida',Kaiser-Linde,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,1985,,,Laubbaum,10,25,grosskronig,6,12,Strassenbaum,VA,NEIN,2698308.30 / 1261929.07,452.577,47.50076032,8.74342793,"09.11.2016","03.12.2025",false,2698308.3,1261929.07
788051,18096,Verkehrsgrün überkommunal. Hegi,tipl,Tilia platyphyllos ,Sommerlinde,Stadt Winterthur,Baumpflege OST-SÜD,3,Aktiv,1960,,,Laubbaum,8,25,grosskronig,6,12,Strassenbaum,VA,NEIN,2700502.20 / 1262104.03,462.427,47.50200203,8.7725805,"09.11.2016","03.12.2025",false,2700502.2,1262104.03
788063,18081,Verkehrsgrün überkommunal. Deutweg,tiep,Tilia europaea 'Pallida',Kaiser-Linde,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,1985,,,Laubbaum,8,25,grosskronig,6,12,Strassenbaum,VA,NEIN,2698276.22 / 1261651.63,448.006,47.49827022,8.74294108,"09.11.2016","03.12.2025",false,2698276.22,1261651.63
788067,18189,Verkehrsgrün kommunal. Deutweg,frex,Fraxinus excelsior ,Gemeine Esche,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,1997,,,Laubbaum,12,20,grosskronig,8,8,Strassenbaum,VA,NEIN,2698200.23 / 1261464.62,447.762,47.49659981,8.74189156,"09.11.2016","03.12.2025",false,2698200.23,1261464.62
788071,18180,Verkehrsgrün kommunal. Deutweg,from,Fraxinus ornus 'Meczek',Kugel-Blumenesche,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,1998,,,Laubbaum,8,8,grosskronig,9,5,Strassenbaum,VA,NEIN,2698116.31 / 1261439.74,447.62,47.49638866,8.74077252,"09.11.2016","03.12.2025",false,2698116.31,1261439.74
788075,18118,Verkehrsgrün überkommunal. Grüze,tiep,Tilia europaea 'Pallida',Kaiser-Linde,Stadt Winterthur,Baumpflege OST-SÜD,2,Aktiv,1985,,,Laubbaum,10,25,grosskronig,7,12,Strassenbaum,VA,NEIN,2698322.53 / 1261922.18,452.945,47.50069623,8.74361531,"09.11.2016","03.12.2025",false,2698322.53,1261922.18
788079,18105,Verkehrsgrün überkommunal. Hegi,cabe,Carpinus betulus ,Hainbuche. Weissbuche,Stadt Winterthur,Baumpflege OST-SÜD,3,Aktiv,1960,,,Laubbaum,14,15,grosskronig,12,8,Strassenbaum,VA,NEIN,2700987.65 / 1262144.91,466.603,47.50229525,8.77903186,"09.11.2016","03.12.2025",false,2700987.65,1262144.91
788083,16893,WU7219 (Zubringer Wülflingen Teil 6),acpl,Acer platanoides ,Spitz-Ahorn,Stadt Winterthur,Baumpflege WEST,2,Aktiv,1991,,,Laubbaum,12,20,grosskronig,10,10,Strassenbaum,VA,NEIN,2694751.45 / 1263127.94,422.665,47.51206363,8.69648271,"09.11.2016",21.06.2025,false,2694751.45,1263127.94
788087,16910,Riedhofstrasse 57,acpl,Acer platanoides ,Spitz-Ahorn,Stadt Winterthur,Baumpflege WEST,2,Aktiv,1992,,,Laubbaum,6,20,grosskronig,6,10,Strassenbaum,VA,NEIN,2694562.46 / 1263289.97,418.366,47.51354797,8.69400864,"09.11.2016","03.04.2025",false,2694562.46,1263289.97
